"Category","Model","Size","Package","Paper","Print Colour","Packing Method","Finishing","Mix Design","Compulsory","Quantity (Pcs)","Weight","Print Method","WM Price","EM Price"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","10000","70","LO","1338.00","2038.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","15000","104","LO","1694.00","2734.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","20000","139","LO","2114.00","3504.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","25000","174","LO","2472.00","4212.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","30000","208","LO","2911.00","4991.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","40000","278","LO","3872.00","6652.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","50000","347","LO","4805.00","8275.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","60000","416","LO","5428.00","9588.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","70000","486","LO","6284.00","11144.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","80000","555","LO","7140.00","12690.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","90000","624","LO","7918.00","14158.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","100000","693","LO","8695.00","15625.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","2500","18","LO","525.00","705.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","5000","35","LO","922.00","1272.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","10000","70","LO","1338.00","2038.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","15000","104","LO","1694.00","2734.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","20000","139","LO","2114.00","3504.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","25000","174","LO","2472.00","4212.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","30000","208","LO","2911.00","4991.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","40000","278","LO","3872.00","6652.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","50000","347","LO","4805.00","8275.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","60000","416","LO","5428.00","9588.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","70000","486","LO","6284.00","11144.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","80000","555","LO","7140.00","12690.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","90000","624","LO","7918.00","14158.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","100000","693","LO","8695.00","15625.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","2500","17","LO","575.00","745.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","5000","33","LO","1133.00","1463.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","10000","65","LO","1981.00","2631.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","15000","98","LO","2785.00","3765.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","20000","130","LO","3634.00","4934.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","25000","162","LO","4447.00","6067.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","30000","195","LO","5267.00","7217.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","40000","259","LO","6960.00","9550.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","50000","324","LO","8550.00","11790.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","60000","389","LO","9693.00","13583.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","70000","453","LO","10770.00","15300.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","80000","518","LO","11693.00","16873.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","90000","583","LO","12462.00","18292.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","100000","647","LO","13077.00","19547.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","15000","98","LO","2785.00","3765.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","30000","195","LO","5267.00","7217.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","60000","389","LO","9693.00","13583.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","90000","583","LO","12462.00","18292.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","600","5","DO","264.00","314.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","1250","10","DO","361.00","461.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","2500","18","LO","625.00","805.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","5000","36","LO","1247.00","1607.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","10000","72","LO","2180.00","2900.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","15000","108","LO","3064.00","4144.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","20000","144","LO","3998.00","5438.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","25000","180","LO","4892.00","6692.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","30000","215","LO","5850.00","8000.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","40000","287","LO","7766.00","10636.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","50000","359","LO","9678.00","13268.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","60000","430","LO","10663.00","14963.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","70000","502","LO","11847.00","16867.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","80000","573","LO","12863.00","18593.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","90000","645","LO","13709.00","20159.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","100000","717","LO","14385.00","21555.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","600","5","DO","264.00","314.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","15000","108","LO","3064.00","4144.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","30000","215","LO","5850.00","8000.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","60000","430","LO","10663.00","14963.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","90000","645","LO","13709.00","20159.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","2500","20","LO","603.75","803.75"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","5000","40","LO","1189.65","1589.65"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","10000","80","LO","2080.05","2880.05"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","15000","120","LO","2924.25","4124.25"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","20000","160","LO","3815.70","5415.70"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","25000","200","LO","4669.35","6669.35"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","30000","240","LO","5530.35","7930.35"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","40000","320","LO","7308.00","10508.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","50000","399","LO","8977.50","12967.50"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","60000","479","LO","10177.65","14967.65"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","70000","559","LO","11308.50","16898.50"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","80000","639","LO","12277.65","18667.65"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","90000","719","LO","13085.10","20275.10"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","100000","798","LO","13730.85","21710.85"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","15000","120","LO","2924.25","4124.25"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","30000","240","LO","5530.35","7930.35"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","60000","479","LO","10177.65","14967.65"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Matte Lamination","No","Die-Cutting, Gluing + Folding","90000","719","LO","13085.10","20275.10"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","2500","17","LO","650.00","820.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","5000","33","LO","1290.00","1620.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","10000","66","LO","2575.00","3235.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","15000","99","LO","3620.00","4610.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","20000","132","LO","4723.00","6043.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","25000","165","LO","5781.00","7431.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","30000","198","LO","6900.00","8880.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","40000","264","LO","9178.00","11818.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","50000","330","LO","11437.00","14737.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","60000","396","LO","12600.00","16560.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","70000","461","LO","14000.00","18610.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","80000","527","LO","15200.00","20470.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","90000","593","LO","16200.00","22130.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","100000","659","LO","17000.00","23590.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","15000","99","LO","3620.00","4610.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","30000","198","LO","6900.00","8880.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","60000","396","LO","12600.00","16560.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","90000","593","LO","16200.00","22130.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","600","5","DO","359.00","409.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","1250","10","DO","474.00","574.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","2500","18","LO","693.00","873.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","5000","36","LO","1375.00","1735.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","10000","72","LO","2730.00","3450.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","15000","108","LO","3834.00","4914.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","20000","144","LO","5037.00","6477.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","25000","180","LO","6102.00","7902.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","30000","215","LO","7145.00","9295.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","40000","287","LO","9496.00","12366.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","50000","359","LO","11800.00","15390.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","60000","430","LO","13200.00","17500.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","70000","502","LO","14700.00","19720.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","80000","573","LO","16000.00","21730.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","90000","645","LO","17100.00","23550.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","100000","717","LO","18000.00","25170.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","600","5","DO","359.00","409.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","15000","108","LO","3834.00","4914.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","30000","215","LO","7145.00","9295.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","60000","430","LO","13200.00","17500.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","90000","645","LO","17100.00","23550.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","2500","20","LO","700.00","900.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","5000","40","LO","1350.00","1750.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","10000","80","LO","2600.00","3400.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","15000","120","LO","3801.00","5001.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","20000","160","LO","4960.00","6560.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","25000","200","LO","6071.00","8071.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","30000","240","LO","7230.00","9630.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","40000","320","LO","9637.00","12837.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","50000","399","LO","12009.00","15999.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","60000","479","LO","13230.00","18020.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","70000","559","LO","14700.00","20290.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","80000","639","LO","15960.00","22350.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","90000","719","LO","17010.00","24200.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","100000","798","LO","17850.00","25830.00"
