"Model Category","Model","Size","Paper","Print Colour","Quantity","Lamination","Colour Protective Layer","WM Price","EM Price"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","450","Matte Lamination (Front) + Spot UV (Front)","N/A","894.60","984.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","450","Gloss Waterbase Varnish (Front)","N/A","694.05","784.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","500","Gloss Lamination (Front)","N/A","704.55","804.55"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","500","Matte Lamination (Front)","N/A","705.60","805.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","500","Matte Lamination (Front) + Spot UV (Front)","N/A","915.60","1015.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","500","Gloss Waterbase Varnish (Front)","N/A","710.85","810.85"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","550","Gloss Lamination (Front)","N/A","720.30","830.30"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","550","Matte Lamination (Front)","N/A","724.50","834.50"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","550","Matte Lamination (Front) + Spot UV (Front)","N/A","937.65","1047.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","550","Gloss Waterbase Varnish (Front)","N/A","725.55","835.55"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","600","Gloss Lamination (Front)","N/A","733.95","853.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","600","Matte Lamination (Front)","N/A","742.35","862.35"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","600","Matte Lamination (Front) + Spot UV (Front)","N/A","958.65","1078.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","600","Gloss Waterbase Varnish (Front)","N/A","740.25","860.25"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","650","Gloss Lamination (Front)","N/A","750.75","880.75"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","650","Matte Lamination (Front)","N/A","762.30","892.30"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","650","Matte Lamination (Front) + Spot UV (Front)","N/A","981.75","1111.75"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","650","Gloss Waterbase Varnish (Front)","N/A","757.05","887.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","700","Gloss Lamination (Front)","N/A","766.50","906.50"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","700","Matte Lamination (Front)","N/A","780.15","920.15"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","700","Matte Lamination (Front) + Spot UV (Front)","N/A","1002.75","1142.75"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","700","Gloss Waterbase Varnish (Front)","N/A","771.75","911.75"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","750","Gloss Lamination (Front)","N/A","764.40","914.40"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","750","Matte Lamination (Front)","N/A","775.95","925.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","750","Matte Lamination (Front) + Spot UV (Front)","N/A","1001.70","1151.70"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","750","Gloss Waterbase Varnish (Front)","N/A","765.45","905.45"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","800","Gloss Lamination (Front)","N/A","780.15","940.15"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","800","Matte Lamination (Front)","N/A","792.75","952.75"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","800","Matte Lamination (Front) + Spot UV (Front)","N/A","1021.65","1181.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","800","Gloss Waterbase Varnish (Front)","N/A","778.05","928.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","850","Gloss Lamination (Front)","N/A","796.95","966.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","850","Matte Lamination (Front)","N/A","809.55","979.55"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","850","Matte Lamination (Front) + Spot UV (Front)","N/A","1041.60","1211.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","850","Gloss Waterbase Varnish (Front)","N/A","819.00","979.00"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","900","Gloss Lamination (Front)","N/A","838.95","1018.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","900","Matte Lamination (Front)","N/A","853.65","1033.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","900","Matte Lamination (Front) + Spot UV (Front)","N/A","1088.85","1268.85"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","900","Gloss Waterbase Varnish (Front)","N/A","833.70","1003.70"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","950","Gloss Lamination (Front)","N/A","858.90","1048.90"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","950","Matte Lamination (Front)","N/A","873.60","1063.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","950","Matte Lamination (Front) + Spot UV (Front)","N/A","1111.95","1301.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","950","Gloss Waterbase Varnish (Front)","N/A","850.50","1030.50"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","1000","Gloss Lamination (Front)","N/A","875.70","1075.70"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","1000","Matte Lamination (Front)","N/A","890.40","1090.40"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","1000","Matte Lamination (Front) + Spot UV (Front)","N/A","1131.90","1331.90"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","1000","Gloss Waterbase Varnish (Front)","N/A","864.15","1054.15"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Gloss Lamination (Front)","N/A","604.80","644.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Gloss Lamination (Both)","N/A","613.20","663.20"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Matte Lamination (Front)","N/A","604.80","644.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Matte Lamination (Front) + Spot UV (Front)","N/A","798.00","838.00"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Matte Lamination (Both)","N/A","625.80","675.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Matte Lamination (Both) + Spot UV (Front)","N/A","819.00","869.00"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Gloss Waterbase Varnish (Front)","N/A","610.05","650.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Gloss Waterbase Varnish (Both)","N/A","611.10","651.10"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Gloss Lamination (Front)","N/A","617.40","667.40"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Gloss Lamination (Both)","N/A","628.95","678.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Matte Lamination (Front)","N/A","617.40","667.40"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Matte Lamination (Front) + Spot UV (Front)","N/A","813.75","863.75"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Matte Lamination (Both)","N/A","643.65","693.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Matte Lamination (Both) + Spot UV (Front)","N/A","840.00","890.00"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Gloss Waterbase Varnish (Front)","N/A","623.70","673.70"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Gloss Waterbase Varnish (Both)","N/A","623.70","673.70"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Gloss Lamination (Front)","N/A","631.05","691.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Gloss Lamination (Both)","N/A","646.80","706.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Matte Lamination (Front)","N/A","631.05","691.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Matte Lamination (Front) + Spot UV (Front)","N/A","830.55","890.55"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Matte Lamination (Both)","N/A","662.55","722.55"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Matte Lamination (Both) + Spot UV (Front)","N/A","862.05","922.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Gloss Waterbase Varnish (Front)","N/A","636.30","696.30"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Gloss Waterbase Varnish (Both)","N/A","636.30","696.30"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Gloss Lamination (Front)","N/A","643.65","713.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Gloss Lamination (Both)","N/A","665.70","735.70"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Matte Lamination (Front)","N/A","643.65","713.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Matte Lamination (Front) + Spot UV (Front)","N/A","847.35","917.35"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Matte Lamination (Both)","N/A","681.45","751.45"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Matte Lamination (Both) + Spot UV (Front)","N/A","885.15","955.15"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Gloss Waterbase Varnish (Front)","N/A","649.95","709.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Gloss Waterbase Varnish (Both)","N/A","649.95","709.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Gloss Lamination (Front)","N/A","658.35","728.35"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Gloss Lamination (Both)","N/A","684.60","764.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Matte Lamination (Front)","N/A","658.35","728.35"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Matte Lamination (Front) + Spot UV (Front)","N/A","865.20","935.20"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Matte Lamination (Both)","N/A","702.45","782.45"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Matte Lamination (Both) + Spot UV (Front)","N/A","909.30","989.30"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Gloss Waterbase Varnish (Front)","N/A","663.60","733.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Gloss Waterbase Varnish (Both)","N/A","663.60","733.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Gloss Lamination (Front)","N/A","669.90","749.90"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Gloss Lamination (Both)","N/A","702.45","792.45"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Matte Lamination (Front)","N/A","670.95","750.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Matte Lamination (Front) + Spot UV (Front)","N/A","880.95","960.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Matte Lamination (Both)","N/A","721.35","811.35"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Matte Lamination (Both) + Spot UV (Front)","N/A","931.35","1021.35"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Gloss Waterbase Varnish (Front)","N/A","676.20","756.20"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Gloss Waterbase Varnish (Both)","N/A","677.25","757.25"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Gloss Lamination (Front)","N/A","684.60","774.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Gloss Lamination (Both)","N/A","720.30","810.30"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Matte Lamination (Front)","N/A","688.80","778.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Matte Lamination (Front) + Spot UV (Front)","N/A","901.95","991.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Matte Lamination (Both)","N/A","741.30","831.30"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Matte Lamination (Both) + Spot UV (Front)","N/A","954.45","1044.45"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Gloss Waterbase Varnish (Front)","N/A","689.85","769.85"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Gloss Waterbase Varnish (Both)","N/A","689.85","769.85"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Gloss Lamination (Front)","N/A","696.15","796.15"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Gloss Lamination (Both)","N/A","738.15","838.15"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Matte Lamination (Front)","N/A","704.55","804.55"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Matte Lamination (Front) + Spot UV (Front)","N/A","920.85","1020.85"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Matte Lamination (Both)","N/A","760.20","860.20"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Matte Lamination (Both) + Spot UV (Front)","N/A","976.50","1076.50"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Gloss Waterbase Varnish (Front)","N/A","702.45","792.45"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Gloss Waterbase Varnish (Both)","N/A","703.50","793.50"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Gloss Lamination (Front)","N/A","711.90","811.90"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Gloss Lamination (Both)","N/A","757.05","867.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Matte Lamination (Front)","N/A","722.40","822.40"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Matte Lamination (Front) + Spot UV (Front)","N/A","941.85","1041.85"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Matte Lamination (Both)","N/A","781.20","891.20"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Matte Lamination (Both) + Spot UV (Front)","N/A","1000.65","1110.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Gloss Waterbase Varnish (Front)","N/A","718.20","818.20"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Gloss Waterbase Varnish (Both)","N/A","718.20","818.20"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","700","Gloss Lamination (Front)","N/A","725.55","835.55"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","700","Gloss Lamination (Both)","N/A","774.90","894.90"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","700","Matte Lamination (Front)","N/A","739.20","849.20"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","700","Matte Lamination (Front) + Spot UV (Front)","N/A","961.80","1071.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","700","Matte Lamination (Both)","N/A","800.10","920.10"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","700","Matte Lamination (Both) + Spot UV (Front)","N/A","1022.70","1142.70"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","700","Gloss Waterbase Varnish (Front)","N/A","730.80","840.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","700","Gloss Waterbase Varnish (Both)","N/A","730.80","840.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","750","Gloss Lamination (Front)","N/A","744.45","864.45"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","750","Gloss Lamination (Both)","N/A","796.95","926.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","750","Matte Lamination (Front)","N/A","720.00","840.00"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","750","Matte Lamination (Front) + Spot UV (Front)","N/A","981.75","1101.75"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","750","Matte Lamination (Both)","N/A","821.10","951.10"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","750","Matte Lamination (Both) + Spot UV (Front)","N/A","1046.85","1176.85"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","750","Gloss Waterbase Varnish (Front)","N/A","745.50","855.50"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","750","Gloss Waterbase Varnish (Both)","N/A","746.55","856.55"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","800","Gloss Lamination (Front)","N/A","759.15","889.15"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","800","Gloss Lamination (Both)","N/A","812.70","942.70"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","800","Matte Lamination (Front)","N/A","772.80","902.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","800","Matte Lamination (Front) + Spot UV (Front)","N/A","1001.70","1131.70"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","800","Matte Lamination (Both)","N/A","838.95","968.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","800","Matte Lamination (Both) + Spot UV (Front)","N/A","1067.85","1197.85"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","800","Gloss Waterbase Varnish (Front)","N/A","758.10","878.10"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","800","Gloss Waterbase Varnish (Both)","N/A","758.10","878.10"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","850","Gloss Lamination (Front)","N/A","775.95","905.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","850","Gloss Lamination (Both)","N/A","833.70","973.70"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","850","Matte Lamination (Front)","N/A","789.60","919.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","850","Matte Lamination (Front) + Spot UV (Front)","N/A","1021.65","1151.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","850","Matte Lamination (Both)","N/A","861.00","1001.00"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","850","Matte Lamination (Both) + Spot UV (Front)","N/A","1093.05","1233.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","850","Gloss Waterbase Varnish (Front)","N/A","772.80","902.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","850","Gloss Waterbase Varnish (Both)","N/A","773.85","903.85"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","900","Gloss Lamination (Front)","N/A","792.75","932.75"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","900","Gloss Lamination (Both)","N/A","851.55","1001.55"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","900","Matte Lamination (Front)","N/A","807.45","947.45"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","900","Matte Lamination (Front) + Spot UV (Front)","N/A","1042.65","1182.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","900","Matte Lamination (Both)","N/A","879.90","1029.90"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","900","Matte Lamination (Both) + Spot UV (Front)","N/A","1115.10","1265.10"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","900","Gloss Waterbase Varnish (Front)","N/A","786.45","916.45"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","900","Gloss Waterbase Varnish (Both)","N/A","786.45","916.45"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","950","Gloss Lamination (Front)","N/A","807.45","957.45"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","950","Gloss Lamination (Both)","N/A","869.40","1029.40"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","950","Matte Lamination (Front)","N/A","823.20","973.20"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","950","Matte Lamination (Front) + Spot UV (Front)","N/A","1061.55","1211.55"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","950","Matte Lamination (Both)","N/A","899.85","1059.85"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","950","Matte Lamination (Both) + Spot UV (Front)","N/A","1138.20","1298.20"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","950","Gloss Waterbase Varnish (Front)","N/A","799.05","939.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","950","Gloss Waterbase Varnish (Both)","N/A","800.10","940.10"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","1000","Gloss Lamination (Front)","N/A","824.25","984.25"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","1000","Gloss Lamination (Both)","N/A","888.30","1058.30"
